Hum	Mouse	Rat	Macaca
HSD3B2	Hsd3b1	LOC108348086	HSD3B2
HSD3B2	Gm4450	LOC108348086	HSD3B2
HSD3B2	Hsd3b6	LOC108348086	HSD3B2
HSD3B2	Hsd3b5	LOC108348086	HSD3B2
HSD3B2	Gm10681	LOC108348086	HSD3B2
PAK2	Pak2	Pak2	PAK2
PAK2	Pak2	LOC100910732	PAK2
FBXO28	Fbxo28	Fbxo28	FBXO28
PPCDC	Ppcdc	Ppcdc	PPCDC
PPCDC	Ppcdc	NEWGENE_1306267	PPCDC
FAM208B	Fam208b	Fam208b	FAM208B
OSGIN1	Osgin1	Osgin1	OSGIN1
PPIP5K1	Ppip5k1	Mfap1a	PPIP5K1
TIAM2	Tiam2	Tiam2	TIAM2
TBX4	Tbx4	Tbx4	TBX4
CCDC65	Ccdc65	Ccdc65	CCDC65
PTH2R	Pth2r	Pth2r	PTH2R
ZNF140			ZNF140
SYPL2	Sypl2	Sypl2	SYPL2
CBX3		Cbx3	CBX3
TBX22	Tbx22	Tbx22	TBX22
CFAP74	Cfap74	AC130035.1	CFAP74
FAM199X	Fam199x	Fam199x	FAM199X
CA3	Car3	Car3	CA3
MED14	Med14	Med14	MED14
ETV6	Etv6	Etv6	ETV6
PAGE5			PAGE5
POMC	Pomc	Pomc	POMC
NKTR	Nktr	Nktr	NKTR
ZBTB37	Zbtb37	Zbtb37	ZBTB37
SNF8	Snf8	Snf8	SNF8
C17orf75	5730455P16Rik	RGD1310429	C17orf75
HEPACAM	Hepacam	Hepacam	HEPACAM
MORN4	Morn4	Morn4	MORN4
EPS15L1	Eps15l1	Eps15l1	EPS15L1
KCNK7	Kcnk7	Kcnk7	KCNK7
PELO	Pelo	Pelo	PELO
DPEP2	Dpep2	Dpep2	DPEP2
DPEP2	Dpep2	Dpep2	DPEP2
CMYA5	Cmya5	Cmya5	CMYA5
FRK	Frk	Frk	FRK
AKAP14	Akap14	Akap14	AKAP14
APOO	Apoo	Apoo	APOO
USP42	Usp42	Usp42	USP42
VWA1	Vwa1	Vwa1	VWA1
TMEM129	Tmem129	Tmem129	TMEM129
PRKAG2	Prkag2	Prkag2	PRKAG2
ERAL1	Eral1	Eral1	ERAL1
PRMT7	Prmt7	Prmt7	PRMT7
DPF2	Dpf2	Dpf2	DPF2
TACR3	Tacr3	Tacr3	TACR3
CAT	Cat	Cat	CAT
APPL1	Appl1	Appl1	APPL1
OAZ3	Oaz3	Oaz3	OAZ3
FCN3			FCN3
ZNF169	Zfp169	Zfp169	ZNF169
SLC16A5	Slc16a5	Slc16a5	SLC16A5
CACYBP	Cacybp	Cacybp	CACYBP
ASB13	Asb13	Asb13	ASB13
TRPC3	Trpc3	Trpc3	TRPC3
TMEM109	Tmem109	Tmem109	TMEM109
KCNH6	Kcnh6	Kcnh6	KCNH6
PCCB	Pccb	Pccb	PCCB
CATSPER1	Catsper1	Catsper1	CATSPER1
SGCE	Sgce	Sgce	SGCE
DCLRE1C	Dclre1c	Dclre1c	DCLRE1C
FOXP2	Foxp2	Foxp2	FOXP2
FOPNL	Fopnl	Fopnl	FOPNL
AGAP2	Agap2	Agap2	AGAP2
NFIC	Nfic	Nfic	NFIC
TUSC5	Tusc5	Tusc5	TUSC5
HAUS6	Haus6	Haus6	HAUS6
RNF175			RNF175
GLRX5	Glrx5	Glrx5	GLRX5
OSER1	Oser1	Oser1	OSER1
KIAA1024	AF529169	LOC501033	KIAA1024
STXBP3	Stxbp3	Stxbp3	STXBP3
KCNA2	Kcna2	Kcna2	KCNA2
PRRC2C	Prrc2c		PRRC2C
SHBG	Shbg	Shbg	SHBG
PRL	Prl2c3	Prl7d1	PRL
PRL	Prl6a1	Prl7d1	PRL
PRL	Prl3c1	Prl7d1	PRL
PRL	Prl2b1	Prl7d1	PRL
PRL	Prl3b1	Prl7d1	PRL
PRL	Prl7d1	Prl7d1	PRL
PRL	Prl3d2	Prl7d1	PRL
PRL	Prl2c5	Prl7d1	PRL
PRL	Prl4a1	Prl7d1	PRL
PRL	Prl2c2	Prl7d1	PRL
PRL	Prl2a1	Prl7d1	PRL
PRL	Prl	Prl7d1	PRL
PRL	Prl5a1	Prl7d1	PRL
PRL	Prl7a2	Prl7d1	PRL
PRL	Prl7a1	Prl7d1	PRL
PRL	Prl3a1	Prl7d1	PRL
PRL	Prl7b1	Prl7d1	PRL
PRL	Prl7c1	Prl7d1	PRL
PRL	Prl3d3	Prl7d1	PRL
PRL	Prl3d1	Prl7d1	PRL
PRL	Prl2c1	Prl7d1	PRL
PRL	Prl2c3	Prl2a1	PRL
PRL	Prl6a1	Prl2a1	PRL
PRL	Prl3c1	Prl2a1	PRL
PRL	Prl2b1	Prl2a1	PRL
PRL	Prl3b1	Prl2a1	PRL
PRL	Prl7d1	Prl2a1	PRL
PRL	Prl3d2	Prl2a1	PRL
PRL	Prl2c5	Prl2a1	PRL
PRL	Prl4a1	Prl2a1	PRL
PRL	Prl2c2	Prl2a1	PRL
PRL	Prl2a1	Prl2a1	PRL
PRL	Prl	Prl2a1	PRL
PRL	Prl5a1	Prl2a1	PRL
PRL	Prl7a2	Prl2a1	PRL
PRL	Prl7a1	Prl2a1	PRL
PRL	Prl3a1	Prl2a1	PRL
PRL	Prl7b1	Prl2a1	PRL
PRL	Prl7c1	Prl2a1	PRL
PRL	Prl3d3	Prl2a1	PRL
PRL	Prl3d1	Prl2a1	PRL
PRL	Prl2c1	Prl2a1	PRL
PRL	Prl2c3	Prl3d1	PRL
PRL	Prl6a1	Prl3d1	PRL
PRL	Prl3c1	Prl3d1	PRL
PRL	Prl2b1	Prl3d1	PRL
PRL	Prl3b1	Prl3d1	PRL
PRL	Prl7d1	Prl3d1	PRL
PRL	Prl3d2	Prl3d1	PRL
PRL	Prl2c5	Prl3d1	PRL
PRL	Prl4a1	Prl3d1	PRL
PRL	Prl2c2	Prl3d1	PRL
PRL	Prl2a1	Prl3d1	PRL
PRL	Prl	Prl3d1	PRL
PRL	Prl5a1	Prl3d1	PRL
PRL	Prl7a2	Prl3d1	PRL
PRL	Prl7a1	Prl3d1	PRL
PRL	Prl3a1	Prl3d1	PRL
PRL	Prl7b1	Prl3d1	PRL
PRL	Prl7c1	Prl3d1	PRL
PRL	Prl3d3	Prl3d1	PRL
PRL	Prl3d1	Prl3d1	PRL
PRL	Prl2c1	Prl3d1	PRL
PRL	Prl2c3	Prl6a1	PRL
PRL	Prl6a1	Prl6a1	PRL
PRL	Prl3c1	Prl6a1	PRL
PRL	Prl2b1	Prl6a1	PRL
PRL	Prl3b1	Prl6a1	PRL
PRL	Prl7d1	Prl6a1	PRL
PRL	Prl3d2	Prl6a1	PRL
PRL	Prl2c5	Prl6a1	PRL
PRL	Prl4a1	Prl6a1	PRL
PRL	Prl2c2	Prl6a1	PRL
PRL	Prl2a1	Prl6a1	PRL
PRL	Prl	Prl6a1	PRL
PRL	Prl5a1	Prl6a1	PRL
PRL	Prl7a2	Prl6a1	PRL
PRL	Prl7a1	Prl6a1	PRL
PRL	Prl3a1	Prl6a1	PRL
PRL	Prl7b1	Prl6a1	PRL
PRL	Prl7c1	Prl6a1	PRL
PRL	Prl3d3	Prl6a1	PRL
PRL	Prl3d1	Prl6a1	PRL
PRL	Prl2c1	Prl6a1	PRL
PRL	Prl2c3	LOC684107	PRL
PRL	Prl6a1	LOC684107	PRL
PRL	Prl3c1	LOC684107	PRL
PRL	Prl2b1	LOC684107	PRL
PRL	Prl3b1	LOC684107	PRL
PRL	Prl7d1	LOC684107	PRL
PRL	Prl3d2	LOC684107	PRL
PRL	Prl2c5	LOC684107	PRL
PRL	Prl4a1	LOC684107	PRL
PRL	Prl2c2	LOC684107	PRL
PRL	Prl2a1	LOC684107	PRL
PRL	Prl	LOC684107	PRL
PRL	Prl5a1	LOC684107	PRL
PRL	Prl7a2	LOC684107	PRL
PRL	Prl7a1	LOC684107	PRL
PRL	Prl3a1	LOC684107	PRL
PRL	Prl7b1	LOC684107	PRL
PRL	Prl7c1	LOC684107	PRL
PRL	Prl3d3	LOC684107	PRL
PRL	Prl3d1	LOC684107	PRL
PRL	Prl2c1	LOC684107	PRL
PRL	Prl2c3	Prl3c1	PRL
PRL	Prl6a1	Prl3c1	PRL
PRL	Prl3c1	Prl3c1	PRL
PRL	Prl2b1	Prl3c1	PRL
PRL	Prl3b1	Prl3c1	PRL
PRL	Prl7d1	Prl3c1	PRL
PRL	Prl3d2	Prl3c1	PRL
PRL	Prl2c5	Prl3c1	PRL
PRL	Prl4a1	Prl3c1	PRL
PRL	Prl2c2	Prl3c1	PRL
PRL	Prl2a1	Prl3c1	PRL
PRL	Prl	Prl3c1	PRL
PRL	Prl5a1	Prl3c1	PRL
PRL	Prl7a2	Prl3c1	PRL
PRL	Prl7a1	Prl3c1	PRL
PRL	Prl3a1	Prl3c1	PRL
PRL	Prl7b1	Prl3c1	PRL
PRL	Prl7c1	Prl3c1	PRL
PRL	Prl3d3	Prl3c1	PRL
PRL	Prl3d1	Prl3c1	PRL
PRL	Prl2c1	Prl3c1	PRL
PRL	Prl2c3	Prl7a3	PRL
PRL	Prl6a1	Prl7a3	PRL
PRL	Prl3c1	Prl7a3	PRL
PRL	Prl2b1	Prl7a3	PRL
PRL	Prl3b1	Prl7a3	PRL
PRL	Prl7d1	Prl7a3	PRL
PRL	Prl3d2	Prl7a3	PRL
PRL	Prl2c5	Prl7a3	PRL
PRL	Prl4a1	Prl7a3	PRL
PRL	Prl2c2	Prl7a3	PRL
PRL	Prl2a1	Prl7a3	PRL
PRL	Prl	Prl7a3	PRL
PRL	Prl5a1	Prl7a3	PRL
PRL	Prl7a2	Prl7a3	PRL
PRL	Prl7a1	Prl7a3	PRL
PRL	Prl3a1	Prl7a3	PRL
PRL	Prl7b1	Prl7a3	PRL
PRL	Prl7c1	Prl7a3	PRL
PRL	Prl3d3	Prl7a3	PRL
PRL	Prl3d1	Prl7a3	PRL
PRL	Prl2c1	Prl7a3	PRL
PRL	Prl2c3	Prl7a4	PRL
PRL	Prl6a1	Prl7a4	PRL
PRL	Prl3c1	Prl7a4	PRL
PRL	Prl2b1	Prl7a4	PRL
PRL	Prl3b1	Prl7a4	PRL
PRL	Prl7d1	Prl7a4	PRL
PRL	Prl3d2	Prl7a4	PRL
PRL	Prl2c5	Prl7a4	PRL
PRL	Prl4a1	Prl7a4	PRL
PRL	Prl2c2	Prl7a4	PRL
PRL	Prl2a1	Prl7a4	PRL
PRL	Prl	Prl7a4	PRL
PRL	Prl5a1	Prl7a4	PRL
PRL	Prl7a2	Prl7a4	PRL
PRL	Prl7a1	Prl7a4	PRL
PRL	Prl3a1	Prl7a4	PRL
PRL	Prl7b1	Prl7a4	PRL
PRL	Prl7c1	Prl7a4	PRL
PRL	Prl3d3	Prl7a4	PRL
PRL	Prl3d1	Prl7a4	PRL
PRL	Prl2c1	Prl7a4	PRL
PRL	Prl2c3	Prl2c1	PRL
PRL	Prl6a1	Prl2c1	PRL
PRL	Prl3c1	Prl2c1	PRL
PRL	Prl2b1	Prl2c1	PRL
PRL	Prl3b1	Prl2c1	PRL
PRL	Prl7d1	Prl2c1	PRL
PRL	Prl3d2	Prl2c1	PRL
PRL	Prl2c5	Prl2c1	PRL
PRL	Prl4a1	Prl2c1	PRL
PRL	Prl2c2	Prl2c1	PRL
PRL	Prl2a1	Prl2c1	PRL
PRL	Prl	Prl2c1	PRL
PRL	Prl5a1	Prl2c1	PRL
PRL	Prl7a2	Prl2c1	PRL
PRL	Prl7a1	Prl2c1	PRL
PRL	Prl3a1	Prl2c1	PRL
PRL	Prl7b1	Prl2c1	PRL
PRL	Prl7c1	Prl2c1	PRL
PRL	Prl3d3	Prl2c1	PRL
PRL	Prl3d1	Prl2c1	PRL
PRL	Prl2c1	Prl2c1	PRL
PRL	Prl2c3	Prl4a1	PRL
PRL	Prl6a1	Prl4a1	PRL
PRL	Prl3c1	Prl4a1	PRL
PRL	Prl2b1	Prl4a1	PRL
PRL	Prl3b1	Prl4a1	PRL
PRL	Prl7d1	Prl4a1	PRL
PRL	Prl3d2	Prl4a1	PRL
PRL	Prl2c5	Prl4a1	PRL
PRL	Prl4a1	Prl4a1	PRL
PRL	Prl2c2	Prl4a1	PRL
PRL	Prl2a1	Prl4a1	PRL
PRL	Prl	Prl4a1	PRL
PRL	Prl5a1	Prl4a1	PRL
PRL	Prl7a2	Prl4a1	PRL
PRL	Prl7a1	Prl4a1	PRL
PRL	Prl3a1	Prl4a1	PRL
PRL	Prl7b1	Prl4a1	PRL
PRL	Prl7c1	Prl4a1	PRL
PRL	Prl3d3	Prl4a1	PRL
PRL	Prl3d1	Prl4a1	PRL
PRL	Prl2c1	Prl4a1	PRL
PRL	Prl2c3	Prl5a2	PRL
PRL	Prl6a1	Prl5a2	PRL
PRL	Prl3c1	Prl5a2	PRL
PRL	Prl2b1	Prl5a2	PRL
PRL	Prl3b1	Prl5a2	PRL
PRL	Prl7d1	Prl5a2	PRL
PRL	Prl3d2	Prl5a2	PRL
PRL	Prl2c5	Prl5a2	PRL
PRL	Prl4a1	Prl5a2	PRL
PRL	Prl2c2	Prl5a2	PRL
PRL	Prl2a1	Prl5a2	PRL
PRL	Prl	Prl5a2	PRL
PRL	Prl5a1	Prl5a2	PRL
PRL	Prl7a2	Prl5a2	PRL
PRL	Prl7a1	Prl5a2	PRL
PRL	Prl3a1	Prl5a2	PRL
PRL	Prl7b1	Prl5a2	PRL
PRL	Prl7c1	Prl5a2	PRL
PRL	Prl3d3	Prl5a2	PRL
PRL	Prl3d1	Prl5a2	PRL
PRL	Prl2c1	Prl5a2	PRL
PRL	Prl2c3	Prl5a1	PRL
PRL	Prl6a1	Prl5a1	PRL
PRL	Prl3c1	Prl5a1	PRL
PRL	Prl2b1	Prl5a1	PRL
PRL	Prl3b1	Prl5a1	PRL
PRL	Prl7d1	Prl5a1	PRL
PRL	Prl3d2	Prl5a1	PRL
PRL	Prl2c5	Prl5a1	PRL
PRL	Prl4a1	Prl5a1	PRL
PRL	Prl2c2	Prl5a1	PRL
PRL	Prl2a1	Prl5a1	PRL
PRL	Prl	Prl5a1	PRL
PRL	Prl5a1	Prl5a1	PRL
PRL	Prl7a2	Prl5a1	PRL
PRL	Prl7a1	Prl5a1	PRL
PRL	Prl3a1	Prl5a1	PRL
PRL	Prl7b1	Prl5a1	PRL
PRL	Prl7c1	Prl5a1	PRL
PRL	Prl3d3	Prl5a1	PRL
PRL	Prl3d1	Prl5a1	PRL
PRL	Prl2c1	Prl5a1	PRL
PRL	Prl2c3	Prl	PRL
PRL	Prl6a1	Prl	PRL
PRL	Prl3c1	Prl	PRL
PRL	Prl2b1	Prl	PRL
PRL	Prl3b1	Prl	PRL
PRL	Prl7d1	Prl	PRL
PRL	Prl3d2	Prl	PRL
PRL	Prl2c5	Prl	PRL
PRL	Prl4a1	Prl	PRL
PRL	Prl2c2	Prl	PRL
PRL	Prl2a1	Prl	PRL
PRL	Prl	Prl	PRL
PRL	Prl5a1	Prl	PRL
PRL	Prl7a2	Prl	PRL
PRL	Prl7a1	Prl	PRL
PRL	Prl3a1	Prl	PRL
PRL	Prl7b1	Prl	PRL
PRL	Prl7c1	Prl	PRL
PRL	Prl3d3	Prl	PRL
PRL	Prl3d1	Prl	PRL
PRL	Prl2c1	Prl	PRL
PRL	Prl2c3	Prl3a1	PRL
PRL	Prl6a1	Prl3a1	PRL
PRL	Prl3c1	Prl3a1	PRL
PRL	Prl2b1	Prl3a1	PRL
PRL	Prl3b1	Prl3a1	PRL
PRL	Prl7d1	Prl3a1	PRL
PRL	Prl3d2	Prl3a1	PRL
PRL	Prl2c5	Prl3a1	PRL
PRL	Prl4a1	Prl3a1	PRL
PRL	Prl2c2	Prl3a1	PRL
PRL	Prl2a1	Prl3a1	PRL
PRL	Prl	Prl3a1	PRL
PRL	Prl5a1	Prl3a1	PRL
PRL	Prl7a2	Prl3a1	PRL
PRL	Prl7a1	Prl3a1	PRL
PRL	Prl3a1	Prl3a1	PRL
PRL	Prl7b1	Prl3a1	PRL
PRL	Prl7c1	Prl3a1	PRL
PRL	Prl3d3	Prl3a1	PRL
PRL	Prl3d1	Prl3a1	PRL
PRL	Prl2c1	Prl3a1	PRL
PRL	Prl2c3	Prl3d1	PRL
PRL	Prl6a1	Prl3d1	PRL
PRL	Prl3c1	Prl3d1	PRL
PRL	Prl2b1	Prl3d1	PRL
PRL	Prl3b1	Prl3d1	PRL
PRL	Prl7d1	Prl3d1	PRL
PRL	Prl3d2	Prl3d1	PRL
PRL	Prl2c5	Prl3d1	PRL
PRL	Prl4a1	Prl3d1	PRL
PRL	Prl2c2	Prl3d1	PRL
PRL	Prl2a1	Prl3d1	PRL
PRL	Prl	Prl3d1	PRL
PRL	Prl5a1	Prl3d1	PRL
PRL	Prl7a2	Prl3d1	PRL
PRL	Prl7a1	Prl3d1	PRL
PRL	Prl3a1	Prl3d1	PRL
PRL	Prl7b1	Prl3d1	PRL
PRL	Prl7c1	Prl3d1	PRL
PRL	Prl3d3	Prl3d1	PRL
PRL	Prl3d1	Prl3d1	PRL
PRL	Prl2c1	Prl3d1	PRL
PRL	Prl2c3	Prl2b1	PRL
PRL	Prl6a1	Prl2b1	PRL
PRL	Prl3c1	Prl2b1	PRL
PRL	Prl2b1	Prl2b1	PRL
PRL	Prl3b1	Prl2b1	PRL
PRL	Prl7d1	Prl2b1	PRL
PRL	Prl3d2	Prl2b1	PRL
PRL	Prl2c5	Prl2b1	PRL
PRL	Prl4a1	Prl2b1	PRL
PRL	Prl2c2	Prl2b1	PRL
PRL	Prl2a1	Prl2b1	PRL
PRL	Prl	Prl2b1	PRL
PRL	Prl5a1	Prl2b1	PRL
PRL	Prl7a2	Prl2b1	PRL
PRL	Prl7a1	Prl2b1	PRL
PRL	Prl3a1	Prl2b1	PRL
PRL	Prl7b1	Prl2b1	PRL
PRL	Prl7c1	Prl2b1	PRL
PRL	Prl3d3	Prl2b1	PRL
PRL	Prl3d1	Prl2b1	PRL
PRL	Prl2c1	Prl2b1	PRL
PRL	Prl2c3	Prl7b1	PRL
PRL	Prl6a1	Prl7b1	PRL
PRL	Prl3c1	Prl7b1	PRL
PRL	Prl2b1	Prl7b1	PRL
PRL	Prl3b1	Prl7b1	PRL
PRL	Prl7d1	Prl7b1	PRL
PRL	Prl3d2	Prl7b1	PRL
PRL	Prl2c5	Prl7b1	PRL
PRL	Prl4a1	Prl7b1	PRL
PRL	Prl2c2	Prl7b1	PRL
PRL	Prl2a1	Prl7b1	PRL
PRL	Prl	Prl7b1	PRL
PRL	Prl5a1	Prl7b1	PRL
PRL	Prl7a2	Prl7b1	PRL
PRL	Prl7a1	Prl7b1	PRL
PRL	Prl3a1	Prl7b1	PRL
PRL	Prl7b1	Prl7b1	PRL
PRL	Prl7c1	Prl7b1	PRL
PRL	Prl3d3	Prl7b1	PRL
PRL	Prl3d1	Prl7b1	PRL
PRL	Prl2c1	Prl7b1	PRL
PRL	Prl2c3	Prl3b1	PRL
PRL	Prl6a1	Prl3b1	PRL
PRL	Prl3c1	Prl3b1	PRL
PRL	Prl2b1	Prl3b1	PRL
PRL	Prl3b1	Prl3b1	PRL
PRL	Prl7d1	Prl3b1	PRL
PRL	Prl3d2	Prl3b1	PRL
PRL	Prl2c5	Prl3b1	PRL
PRL	Prl4a1	Prl3b1	PRL
PRL	Prl2c2	Prl3b1	PRL
PRL	Prl2a1	Prl3b1	PRL
PRL	Prl	Prl3b1	PRL
PRL	Prl5a1	Prl3b1	PRL
PRL	Prl7a2	Prl3b1	PRL
PRL	Prl7a1	Prl3b1	PRL
PRL	Prl3a1	Prl3b1	PRL
PRL	Prl7b1	Prl3b1	PRL
PRL	Prl7c1	Prl3b1	PRL
PRL	Prl3d3	Prl3b1	PRL
PRL	Prl3d1	Prl3b1	PRL
PRL	Prl2c1	Prl3b1	PRL
PRL	Prl2c3	LOC103689989	PRL
PRL	Prl6a1	LOC103689989	PRL
PRL	Prl3c1	LOC103689989	PRL
PRL	Prl2b1	LOC103689989	PRL
PRL	Prl3b1	LOC103689989	PRL
PRL	Prl7d1	LOC103689989	PRL
PRL	Prl3d2	LOC103689989	PRL
PRL	Prl2c5	LOC103689989	PRL
PRL	Prl4a1	LOC103689989	PRL
PRL	Prl2c2	LOC103689989	PRL
PRL	Prl2a1	LOC103689989	PRL
PRL	Prl	LOC103689989	PRL
PRL	Prl5a1	LOC103689989	PRL
PRL	Prl7a2	LOC103689989	PRL
PRL	Prl7a1	LOC103689989	PRL
PRL	Prl3a1	LOC103689989	PRL
PRL	Prl7b1	LOC103689989	PRL
PRL	Prl7c1	LOC103689989	PRL
PRL	Prl3d3	LOC103689989	PRL
PRL	Prl3d1	LOC103689989	PRL
PRL	Prl2c1	LOC103689989	PRL
PRL	Prl2c3	Prl3d2	PRL
PRL	Prl6a1	Prl3d2	PRL
PRL	Prl3c1	Prl3d2	PRL
PRL	Prl2b1	Prl3d2	PRL
PRL	Prl3b1	Prl3d2	PRL
PRL	Prl7d1	Prl3d2	PRL
PRL	Prl3d2	Prl3d2	PRL
PRL	Prl2c5	Prl3d2	PRL
PRL	Prl4a1	Prl3d2	PRL
PRL	Prl2c2	Prl3d2	PRL
PRL	Prl2a1	Prl3d2	PRL
PRL	Prl	Prl3d2	PRL
PRL	Prl5a1	Prl3d2	PRL
PRL	Prl7a2	Prl3d2	PRL
PRL	Prl7a1	Prl3d2	PRL
PRL	Prl3a1	Prl3d2	PRL
PRL	Prl7b1	Prl3d2	PRL
PRL	Prl7c1	Prl3d2	PRL
PRL	Prl3d3	Prl3d2	PRL
PRL	Prl3d1	Prl3d2	PRL
PRL	Prl2c1	Prl3d2	PRL
PRL	Prl2c3	Prl3d4	PRL
PRL	Prl6a1	Prl3d4	PRL
PRL	Prl3c1	Prl3d4	PRL
PRL	Prl2b1	Prl3d4	PRL
PRL	Prl3b1	Prl3d4	PRL
PRL	Prl7d1	Prl3d4	PRL
PRL	Prl3d2	Prl3d4	PRL
PRL	Prl2c5	Prl3d4	PRL
PRL	Prl4a1	Prl3d4	PRL
PRL	Prl2c2	Prl3d4	PRL
PRL	Prl2a1	Prl3d4	PRL
PRL	Prl	Prl3d4	PRL
PRL	Prl5a1	Prl3d4	PRL
PRL	Prl7a2	Prl3d4	PRL
PRL	Prl7a1	Prl3d4	PRL
PRL	Prl3a1	Prl3d4	PRL
PRL	Prl7b1	Prl3d4	PRL
PRL	Prl7c1	Prl3d4	PRL
PRL	Prl3d3	Prl3d4	PRL
PRL	Prl3d1	Prl3d4	PRL
PRL	Prl2c1	Prl3d4	PRL
CPVL	Cpvl	Cpvl	CPVL
ADGRG7	Adgrg7	Adgrg7	ADGRG7
ADGRG7	Adgrg7	Adgrg7	ADGRG7
TTL	Ttl	Ttl	TTL
ETNK2	Etnk2	Etnk2	ETNK2
ADAMTS16	Adamts16	Adamts16	ADAMTS16
SLC6A9	Slc6a9	Slc6a9	SLC6A9
LPCAT1	Lpcat1	Lpcat1	LPCAT1
MAL2	Mal2	LOC100911027	MAL2
MAL2	Mal2	Mal2	MAL2
CWC22	Gm13698	Cwc22	CWC22
CWC22	Cwc22	Cwc22	CWC22
CWC22	Gm13693	Cwc22	CWC22
CWC22	Gm13695	Cwc22	CWC22
CWC22	Gm13696	Cwc22	CWC22
CWC22	Gm13694	Cwc22	CWC22
CWC22	Gm13697	Cwc22	CWC22
CWC22	Gm13691	Cwc22	CWC22
CWC22	Gm13698	LOC500684	CWC22
CWC22	Cwc22	LOC500684	CWC22
CWC22	Gm13693	LOC500684	CWC22
CWC22	Gm13695	LOC500684	CWC22
CWC22	Gm13696	LOC500684	CWC22
CWC22	Gm13694	LOC500684	CWC22
CWC22	Gm13697	LOC500684	CWC22
CWC22	Gm13691	LOC500684	CWC22
ZNF410	Zfp410	Zfp410	ZNF410
SCML4	Scml4	Scml4	SCML4
NRM	Nrm	Nrm	NRM
PCYT2	Pcyt2	Pcyt2	PCYT2
LGALS4	Lgals4	Lgals4	LGALS4
PRRC2A	Prrc2a	Prrc2a	PRRC2A
WDR83OS	Wdr83os	Wdr83os	WDR83OS
FGF23	Fgf23	Fgf23	FGF23
SCGB1D4		LOC100362601	SCGB1D4
SCGB1D4		Psbpc2	SCGB1D4
SCGB1D4		AABR07006232.1	SCGB1D4
SCGB1D4		Scgb1d2	SCGB1D4
KLRG2	Klrg2	Klrg2	KLRG2
NDP	Ndp	Ndp	NDP
NDP	Ndp	LOC100909913	NDP
ARHGAP30	Arhgap30	Arhgap30	ARHGAP30
ASB5	Asb5	Asb5	ASB5
TOPORS	Topors	Topors	TOPORS
RPF2	Rpf2	Rpf2	RPF2
GSTM1	Gstm3	Gstm3	GSTM1
GSTM1	Gm6665	Gstm3	GSTM1
GSTM1	Gstm1	Gstm3	GSTM1
GSTM1	Gstm6	Gstm3	GSTM1
GSTM1	Gstm2	Gstm3	GSTM1
GSTM1	Gstm3	Gstm1	GSTM1
GSTM1	Gm6665	Gstm1	GSTM1
GSTM1	Gstm1	Gstm1	GSTM1
GSTM1	Gstm6	Gstm1	GSTM1
GSTM1	Gstm2	Gstm1	GSTM1
GSTM1	Gstm3	Gstm6l	GSTM1
GSTM1	Gm6665	Gstm6l	GSTM1
GSTM1	Gstm1	Gstm6l	GSTM1
GSTM1	Gstm6	Gstm6l	GSTM1
GSTM1	Gstm2	Gstm6l	GSTM1
GSTM1	Gstm3	Gstm6	GSTM1
GSTM1	Gm6665	Gstm6	GSTM1
GSTM1	Gstm1	Gstm6	GSTM1
GSTM1	Gstm6	Gstm6	GSTM1
GSTM1	Gstm2	Gstm6	GSTM1
GSTM1	Gstm3	Gstm6l	GSTM1
GSTM1	Gm6665	Gstm6l	GSTM1
GSTM1	Gstm1	Gstm6l	GSTM1
GSTM1	Gstm6	Gstm6l	GSTM1
GSTM1	Gstm2	Gstm6l	GSTM1
TREML2	Treml2	Treml2	TREML2
SLIT3	Slit3	Slit3	SLIT3
IGSF22			IGSF22
FAT4	Fat4	Fat4	FAT4
RCOR3	Rcor3	Rcor3	RCOR3
RWDD4	Rwdd4a	Rwdd4	RWDD4
PAQR3	Paqr3	Paqr3	PAQR3
TSEN54	Tsen54	Tsen54	TSEN54
FBXO22	Fbxo22	Fbxo22	FBXO22
NETO2	Neto2	Neto2	NETO2
PCSK4	Pcsk4	Pcsk4	PCSK4
FBXL7	Fbxl7	Fbxl7	FBXL7
BOK	Bok	Bok	BOK
PRIMPOL	Primpol	Primpol	PRIMPOL
ZAR1	Zar1	Zar1	ZAR1
GALK2	Galk2	Galk2	GALK2
IRF2BPL	Irf2bpl	Irf2bpl	IRF2BPL
BROX	Brox	Brox	BROX
ZNF347	Zfp160	LOC100365363	ZNF347
ZBTB4	Zbtb4	Zbtb4	ZBTB4
SLC35D2	Slc35d2	Slc35d2	SLC35D2
C9orf85	1110059E24Rik	RGD1359158	C9orf85
CAB39	Cab39	Cab39	CAB39
SCN4B	Scn4b	Scn4b	SCN4B
MAPRE2	Mapre2	Mapre2	MAPRE2
MAPRE2	Mapre2	Mapre2	MAPRE2
ARHGAP42	Arhgap42	Arhgap42	ARHGAP42
ANKAR	Ankar	Ankar	ANKAR
UEVLD	Uevld	Uevld	UEVLD
RAC2	Rac2	Rac2	RAC2
ATAT1	Atat1	Atat1	ATAT1
PRKCD	Prkcd	Prkcd	PRKCD
INTU	Intu	Intu	INTU
PCTP	Pctp	Pctp	PCTP
CCDC197			CCDC197
MVD	Mvd	Mvd	MVD
CNP	Cnp	Cnp	CNP
GRK5	Grk5	Grk5	GRK5
MRPL15	Mrpl15	Mrpl15	MRPL15
PPM1B	Ppm1b	Ppm1b	PPM1B
EFNA5	Efna5	Efna5	EFNA5
SLC15A5	Slc15a5	Slc15a5	SLC15A5
